Week ending,Source,East Region,Midwest Region,Mountain Region,Pacific Region,South Central Region,Salt,NonSalt,Total Lower 48,,,,,,,,
06-Sep-13,Derived EIA Weekly Estimates,778.00,861.00,184.00,362.00,1067.00,262.00,805.00,3253.00,,,,,,,,
13-Sep-13,Derived EIA Weekly Estimates,794.00,885.00,188.00,363.00,1069.00,259.00,810.00,3299.00,,,,,,,,
20-Sep-13,Derived EIA Weekly Estimates,817.00,917.00,192.00,366.00,1094.00,267.00,827.00,3385.00,,,,,,,,
27-Sep-13,Derived EIA Weekly Estimates,840.00,951.00,197.00,373.00,1126.00,278.00,848.00,3487.00,,,,,,,,
04-Oct-13,Derived EIA Weekly Estimates,861.00,980.00,202.00,378.00,1156.00,287.00,869.00,3577.00,,,,,,,,
11-Oct-13,Derived EIA Weekly Estimates,879.00,1008.00,205.00,383.00,1179.00,294.00,885.00,3655.00,,,,,,,,
18-Oct-13,Derived EIA Weekly Estimates,901.00,1036.00,208.00,384.00,1211.00,311.00,900.00,3741.00,,,,,,,,
25-Oct-13,Derived EIA Weekly Estimates,908.00,1046.00,211.00,385.00,1230.00,318.00,912.00,3779.00,,,,,,,,
01-Nov-13,Derived EIA Weekly Estimates,910.00,1054.00,213.00,386.00,1252.00,325.00,927.00,3816.00,,,,,,,,
08-Nov-13,Derived EIA Weekly Estimates,917.00,1057.00,214.00,384.00,1262.00,332.00,930.00,3834.00,,,,,,,,
15-Nov-13,Derived EIA Weekly Estimates,900.00,1042.00,215.00,383.00,1249.00,327.00,922.00,3789.00,,,,,,,,
22-Nov-13,Derived EIA Weekly Estimates,897.00,1031.00,214.00,378.00,1255.00,331.00,924.00,3775.00,,,,,,,,
29-Nov-13,Derived EIA Weekly Estimates,863.00,987.00,208.00,368.00,1188.00,303.00,885.00,3613.00,,,,,,,,
06-Dec-13,Derived EIA Weekly Estimates,843.00,961.00,200.00,350.00,1179.00,309.00,870.00,3533.00,,,,,,,,
13-Dec-13,Derived EIA Weekly Estimates,792.00,881.00,187.00,307.00,1082.00,277.00,805.00,3248.00,,,,,,,,
20-Dec-13,Derived EIA Weekly Estimates,737.00,821.00,182.00,291.00,1041.00,263.00,778.00,3071.00,,,,,,,,
27-Dec-13,Derived EIA Weekly Estimates,715.00,776.00,175.00,281.00,1028.00,269.00,759.00,2975.00,,,,,,,,
03-Jan-14,Derived EIA Weekly Estimates,672.00,721.00,169.00,269.00,986.00,259.00,727.00,2817.00,,,,,,,,
10-Jan-14,Derived EIA Weekly Estimates,606.00,638.00,159.00,246.00,881.00,211.00,670.00,2529.00,,,,,,,,
17-Jan-14,Derived EIA Weekly Estimates,580.00,598.00,153.00,236.00,857.00,213.00,644.00,2424.00,,,,,,,,
24-Jan-14,Derived EIA Weekly Estimates,525.00,528.00,145.00,220.00,765.00,178.00,587.00,2184.00,,,,,,,,
31-Jan-14,Derived EIA Weekly Estimates,459.00,452.00,136.00,202.00,674.00,137.00,537.00,1924.00,,,,,,,,
07-Feb-14,Derived EIA Weekly Estimates,417.00,390.00,124.00,169.00,593.00,109.00,484.00,1693.00,,,,,,,,
14-Feb-14,Derived EIA Weekly Estimates,356.00,323.00,115.00,147.00,504.00,77.00,427.00,1444.00,,,,,,,,
21-Feb-14,Derived EIA Weekly Estimates,317.00,284.00,109.00,139.00,500.00,96.00,404.00,1348.00,,,,,,,,
28-Feb-14,Derived EIA Weekly Estimates,280.00,239.00,101.00,117.00,459.00,88.00,371.00,1196.00,,,,,,,,
07-Mar-14,Derived EIA Weekly Estimates,231.00,194.00,94.00,103.00,381.00,54.00,327.00,1002.00,,,,,,,,
14-Mar-14,Derived EIA Weekly Estimates,213.00,176.00,91.00,103.00,369.00,62.00,307.00,953.00,,,,,,,,
21-Mar-14,Derived EIA Weekly Estimates,192.00,158.00,87.00,103.00,354.00,65.00,289.00,895.00,,,,,,,,
28-Mar-14,Derived EIA Weekly Estimates,167.00,138.00,85.00,102.00,332.00,60.00,272.00,824.00,,,,,,,,
04-Apr-14,Derived EIA Weekly Estimates,167.00,133.00,82.00,105.00,341.00,68.00,273.00,827.00,,,,,,,,
11-Apr-14,Derived EIA Weekly Estimates,169.00,137.00,81.00,113.00,351.00,76.00,275.00,850.00,,,,,,,,
18-Apr-14,Derived EIA Weekly Estimates,181.00,141.00,80.00,124.00,373.00,89.00,284.00,899.00,,,,,,,,
25-Apr-14,Derived EIA Weekly Estimates,198.00,158.00,82.00,135.00,408.00,104.00,304.00,981.00,,,,,,,,
02-May-14,Derived EIA Weekly Estimates,215.00,177.00,83.00,145.00,434.00,113.00,321.00,1055.00,,,,,,,,
09-May-14,Derived EIA Weekly Estimates,243.00,210.00,86.00,159.00,462.00,126.00,336.00,1160.00,,,,,,,,
16-May-14,Derived EIA Weekly Estimates,277.00,241.00,89.00,169.00,491.00,140.00,351.00,1267.00,,,,,,,,
23-May-14,Derived EIA Weekly Estimates,308.00,273.00,94.00,183.00,522.00,152.00,370.00,1380.00,,,,,,,,
30-May-14,Derived EIA Weekly Estimates,341.00,310.00,100.00,196.00,553.00,163.00,390.00,1499.00,,,,,,,,
06-Jun-14,Derived EIA Weekly Estimates,370.00,345.00,104.00,207.00,581.00,172.00,409.00,1607.00,,,,,,,,
13-Jun-14,Derived EIA Weekly Estimates,403.00,383.00,109.00,217.00,608.00,177.00,431.00,1719.00,,,,,,,,
20-Jun-14,Derived EIA Weekly Estimates,433.00,419.00,115.00,230.00,632.00,185.00,447.00,1829.00,,,,,,,,
27-Jun-14,Derived EIA Weekly Estimates,462.00,455.00,120.00,241.00,650.00,188.00,462.00,1928.00,,,,,,,,
04-Jul-14,Derived EIA Weekly Estimates,482.00,490.00,127.00,250.00,674.00,194.00,480.00,2023.00,,,,,,,,
11-Jul-14,Derived EIA Weekly Estimates,509.00,528.00,131.00,258.00,702.00,201.00,501.00,2128.00,,,,,,,,
18-Jul-14,Derived EIA Weekly Estimates,532.00,561.00,136.00,265.00,725.00,207.00,518.00,2219.00,,,,,,,,
25-Jul-14,Derived EIA Weekly Estimates,557.00,593.00,141.00,272.00,744.00,210.00,534.00,2307.00,,,,,,,,
01-Aug-14,Derived EIA Weekly Estimates,584.00,627.00,145.00,274.00,758.00,212.00,546.00,2388.00,,,,,,,,
08-Aug-14,Derived EIA Weekly Estimates,608.00,662.00,149.00,281.00,768.00,213.00,555.00,2467.00,,,,,,,,
15-Aug-14,Derived EIA Weekly Estimates,635.00,699.00,153.00,286.00,782.00,214.00,568.00,2555.00,,,,,,,,
22-Aug-14,Derived EIA Weekly Estimates,659.00,736.00,156.00,292.00,788.00,210.00,578.00,2631.00,,,,,,,,
29-Aug-14,Derived EIA Weekly Estimates,681.00,772.00,159.00,299.00,798.00,211.00,587.00,2709.00,,,,,,,,
05-Sep-14,Derived EIA Weekly Estimates,704.00,809.00,164.00,306.00,817.00,216.00,601.00,2801.00,,,,,,,,
12-Sep-14,Derived EIA Weekly Estimates,727.00,843.00,169.00,309.00,843.00,222.00,621.00,2890.00,,,,,,,,
19-Sep-14,Derived EIA Weekly Estimates,758.00,877.00,170.00,309.00,874.00,234.00,640.00,2988.00,,,,,,,,
26-Sep-14,Derived EIA Weekly Estimates,790.00,913.00,174.00,313.00,910.00,248.00,662.00,3099.00,,,,,,,,
03-Oct-14,Derived EIA Weekly Estimates,817.00,948.00,176.00,322.00,942.00,260.00,682.00,3205.00,,,,,,,,
10-Oct-14,Derived EIA Weekly Estimates,840.00,973.00,181.00,328.00,976.00,272.00,704.00,3298.00,,,,,,,,
17-Oct-14,Derived EIA Weekly Estimates,859.00,1002.00,184.00,335.00,1014.00,285.00,729.00,3393.00,,,,,,,,
24-Oct-14,Derived EIA Weekly Estimates,877.00,1024.00,187.00,340.00,1052.00,298.00,754.00,3480.00,,,,,,,,
31-Oct-14,Derived EIA Weekly Estimates,894.00,1051.00,189.00,346.00,1091.00,314.00,777.00,3571.00,,,,,,,,
07-Nov-14,Derived EIA Weekly Estimates,895.00,1057.00,191.00,349.00,1119.00,327.00,792.00,3611.00,,,,,,,,
14-Nov-14,Derived EIA Weekly Estimates,892.00,1050.00,184.00,349.00,1119.00,329.00,790.00,3594.00,,,,,,,,
21-Nov-14,Derived EIA Weekly Estimates,852.00,1001.00,177.00,337.00,1065.00,306.00,759.00,3432.00,,,,,,,,
28-Nov-14,Derived EIA Weekly Estimates,839.00,980.00,176.00,338.00,1076.00,314.00,762.00,3410.00,,,,,,,,
05-Dec-14,Derived EIA Weekly Estimates,819.00,951.00,173.00,333.00,1083.00,323.00,760.00,3359.00,,,,,,,,
12-Dec-14,Derived EIA Weekly Estimates,792.00,923.00,170.00,337.00,1073.00,325.00,748.00,3296.00,,,,,,,,
19-Dec-14,Derived EIA Weekly Estimates,776.00,902.00,165.00,332.00,1070.00,327.00,743.00,3246.00,,,,,,,,
26-Dec-14,Derived EIA Weekly Estimates,765.00,885.00,163.00,335.00,1072.00,330.00,742.00,3220.00,,,,,,,,
02-Jan-15,Derived EIA Weekly Estimates,737.00,849.00,152.00,312.00,1040.00,324.00,716.00,3089.00,,,,,,,,
09-Jan-15,Derived EIA Weekly Estimates,685.00,774.00,142.00,292.00,960.00,291.00,669.00,2854.00,,,,,,,,
16-Jan-15,Derived EIA Weekly Estimates,631.00,711.00,136.00,281.00,878.00,260.00,618.00,2637.00,,,,,,,,
23-Jan-15,Derived EIA Weekly Estimates,595.00,677.00,134.00,275.00,862.00,257.00,605.00,2543.00,,,,,,,,
30-Jan-15,Derived EIA Weekly Estimates,553.00,632.00,133.00,273.00,838.00,247.00,591.00,2428.00,,,,,,,,
06-Feb-15,Derived EIA Weekly Estimates,501.00,572.00,130.00,275.00,791.00,231.00,560.00,2268.00,,,,,,,,
13-Feb-15,Derived EIA Weekly Estimates,458.00,518.00,132.00,278.00,771.00,222.00,549.00,2158.00,,,,,,,,
20-Feb-15,Derived EIA Weekly Estimates,401.00,435.00,127.00,279.00,696.00,181.00,515.00,1938.00,,,,,,,,
27-Feb-15,Derived EIA Weekly Estimates,353.00,361.00,118.00,271.00,606.00,136.00,470.00,1709.00,,,,,,,,
06-Mar-15,Derived EIA Weekly Estimates,309.00,303.00,111.00,260.00,528.00,108.00,420.00,1511.00,,,,,,,,
13-Mar-15,Derived EIA Weekly Estimates,290.00,285.00,111.00,261.00,522.00,108.00,414.00,1468.00,,,,,,,,
20-Mar-15,Derived EIA Weekly Estimates,275.00,279.00,113.00,264.00,548.00,121.00,427.00,1479.00,,,,,,,,
27-Mar-15,Derived EIA Weekly Estimates,255.00,261.00,114.00,269.00,562.00,132.00,430.00,1461.00,,,,,,,,
03-Apr-15,Derived EIA Weekly Estimates,242.00,256.00,117.00,273.00,588.00,146.00,442.00,1476.00,,,,,,,,
10-Apr-15,Derived EIA Weekly Estimates,250.00,263.00,117.00,273.00,637.00,171.00,466.00,1539.00,,,,,,,,
17-Apr-15,Derived EIA Weekly Estimates,271.00,282.00,118.00,276.00,681.00,191.00,490.00,1628.00,,,,,,,,
24-Apr-15,Derived EIA Weekly Estimates,294.00,296.00,118.00,281.00,721.00,209.00,512.00,1711.00,,,,,,,,
01-May-15,Derived EIA Weekly Estimates,310.00,311.00,119.00,287.00,758.00,223.00,535.00,1785.00,,,,,,,,
08-May-15,Derived EIA Weekly Estimates,341.00,339.00,123.00,292.00,802.00,243.00,559.00,1897.00,,,,,,,,
15-May-15,Derived EIA Weekly Estimates,371.00,364.00,125.00,298.00,832.00,251.00,581.00,1989.00,,,,,,,,
22-May-15,Derived EIA Weekly Estimates,404.00,396.00,129.00,307.00,866.00,261.00,605.00,2101.00,,,,,,,,
29-May-15,Derived EIA Weekly Estimates,440.00,431.00,136.00,316.00,910.00,277.00,633.00,2233.00,,,,,,,,
05-Jun-15,Derived EIA Weekly Estimates,470.00,464.00,142.00,322.00,946.00,291.00,655.00,2344.00,,,,,,,,
12-Jun-15,Derived EIA Weekly Estimates,499.00,493.00,147.00,327.00,968.00,295.00,673.00,2433.00,,,,,,,,
19-Jun-15,EIA-912,524.00,517.00,150.00,333.00,982.00,295.00,686.00,2506.00,,,,,,,,
26-Jun-15,EIA-912,552.00,546.00,155.00,333.00,993.00,292.00,700.00,2579.00,,,,,,,,
03-Jul-15,EIA-912,584.00,582.00,158.00,329.00,1013.00,297.00,716.00,2666.00,,,,,,,,
10-Jul-15,EIA-912,609.00,612.00,164.00,334.00,1045.00,305.00,739.00,2764.00,,,,,,,,
17-Jul-15,EIA-912,627.00,636.00,167.00,337.00,1056.00,304.00,752.00,2823.00,,,,,,,,
24-Jul-15,EIA-912,643.00,659.00,171.00,340.00,1059.00,300.00,759.00,2872.00,,,,,,,,
31-Jul-15,EIA-912,658.00,683.00,174.00,341.00,1054.00,292.00,762.00,2910.00,,,,,,,,
07-Aug-15,EIA-912,681.00,713.00,176.00,344.00,1061.00,291.00,769.00,2975.00,,,,,,,,
14-Aug-15,EIA-912,704.00,740.00,179.00,345.00,1059.00,286.00,773.00,3027.00,,,,,,,,
21-Aug-15,EIA-912,725.00,770.00,183.00,345.00,1071.00,287.00,784.00,3094.00,,,,,,,,
28-Aug-15,EIA-912,751.00,815.00,188.00,345.00,1091.00,290.00,801.00,3190.00,,,,,,,,
04-Sep-15,EIA-912,769.00,848.00,191.00,349.00,1105.00,293.00,811.00,3262.00,,,,,,,,
11-Sep-15,EIA-912,787.00,883.00,194.00,347.00,1125.00,298.00,828.00,3336.00,,,,,,,,
18-Sep-15,EIA-912,812.00,918.00,197.00,352.00,1162.00,312.00,850.00,3441.00,,,,,,,,
25-Sep-15,EIA-912,837.00,952.00,201.00,355.00,1192.00,321.00,870.00,3537.00,,,,,,,,
02-Oct-15,EIA-912,863.00,984.00,206.00,359.00,1222.00,331.00,891.00,3634.00,,,,,,,,
09-Oct-15,EIA-912,880.00,1016.00,210.00,367.00,1258.00,346.00,912.00,3731.00,,,,,,,,
16-Oct-15,EIA-912,899.00,1046.00,213.00,367.00,1288.00,357.00,930.00,3813.00,,,,,,,,
23-Oct-15,EIA-912,905.00,1072.00,216.00,373.00,1309.00,366.00,944.00,3875.00,,,,,,,,
30-Oct-15,EIA-912,916.00,1097.00,216.00,377.00,1325.00,371.00,955.00,3931.00,,,,,,,,
06-Nov-15,EIA-912,929.00,1117.00,217.00,382.00,1340.00,373.00,967.00,3985.00,,,,,,,,
13-Nov-15,EIA-912,934.00,1124.00,214.00,381.00,1347.00,377.00,970.00,4000.00,,,,,,,,
20-Nov-15,EIA-912,935.00,1127.00,214.00,381.00,1352.00,382.00,970.00,4009.00,,,,,,,,
27-Nov-15,EIA-912,919.00,1109.00,211.00,375.00,1342.00,380.00,962.00,3956.00,,,,,,,,
04-Dec-15,EIA-912,910.00,1083.00,203.00,361.00,1323.00,379.00,943.00,3880.00,,,,,,,,
11-Dec-15,EIA-912,894.00,1066.00,203.00,361.00,1322.00,376.00,946.00,3846.00,,,,,,,,
18-Dec-15,EIA-912,894.00,1051.00,198.00,346.00,1325.00,378.00,947.00,3814.00,,,,,,,,
25-Dec-15,EIA-912,876.00,1025.00,195.00,338.00,1322.00,378.00,944.00,3756.00,,,,,,,,
01-Jan-16,EIA-912,857.00,983.00,185.00,313.00,1305.00,379.00,925.00,3643.00,,,,,,,,
08-Jan-16,EIA-912,802.00,942.00,177.00,295.00,1259.00,364.00,895.00,3475.00,,,,,,,,
15-Jan-16,EIA-912,758.00,879.00,170.00,281.00,1209.00,345.00,864.00,3297.00,,,,,,,,
22-Jan-16,EIA-912,695.00,811.00,164.00,273.00,1143.00,321.00,821.00,3086.00,,,,,,,,
29-Jan-16,EIA-912,641.00,767.00,159.00,271.00,1096.00,303.00,793.00,2934.00,,,,,,,,
05-Feb-16,EIA-912,620.00,739.00,151.00,258.00,1096.00,312.00,784.00,2864.00,,,,,,,,
12-Feb-16,EIA-912,568.00,689.00,147.00,255.00,1042.00,286.00,756.00,2701.00,,,,,,,,
19-Feb-16,EIA-912,512.00,645.00,147.00,256.00,1024.00,281.00,743.00,2584.00,,,,,,,,
26-Feb-16,EIA-912,495.00,621.00,145.00,255.00,1020.00,285.00,735.00,2536.00,,,,,,,,
04-Mar-16,EIA-912,464.00,587.00,146.00,258.00,1024.00,291.00,733.00,2479.00,,,,,,,,
11-Mar-16,EIA-912,452.00,577.00,147.00,259.00,1043.00,303.00,740.00,2478.00,,,,,,,,
18-Mar-16,EIA-912,453.00,571.00,148.00,260.00,1061.00,312.00,749.00,2493.00,,,,,,,,
25-Mar-16,EIA-912,439.00,555.00,147.00,262.00,1065.00,315.00,750.00,2468.00,,,,,,,,
01-Apr-16,EIA-912,434.00,548.00,149.00,265.00,1084.00,323.00,761.00,2480.00,,,,,,,,
08-Apr-16,EIA-912,419.00,538.00,150.00,269.00,1101.00,334.00,767.00,2477.00,,,,,,,,
15-Apr-16,EIA-912,408.00,538.00,152.00,271.00,1115.00,342.00,774.00,2484.00,,,,,,,,
22-Apr-16,EIA-912,431.00,554.00,155.00,277.00,1140.00,352.00,788.00,2557.00,,,,,,,,
29-Apr-16,EIA-912,454.00,566.00,157.00,284.00,1164.00,362.00,802.00,2625.00,,,,,,,,
06-May-16,EIA-912,468.00,582.00,161.00,288.00,1182.00,368.00,813.00,2681.00,,,,,,,,
13-May-16,EIA-912,490.00,606.00,166.00,293.00,1199.00,371.00,828.00,2754.00,,,,,,,,
20-May-16,EIA-912,511.00,629.00,171.00,298.00,1216.00,372.00,844.00,2825.00,,,,,,,,
27-May-16,EIA-912,537.00,655.00,178.00,304.00,1233.00,370.00,863.00,2907.00,,,,,,,,
03-Jun-16,EIA-912,559.00,679.00,183.00,307.00,1244.00,370.00,874.00,2972.00,,,,,,,,
10-Jun-16,EIA-912,585.00,703.00,188.00,312.00,1253.00,368.00,885.00,3041.00,,,,,,,,
17-Jun-16,EIA-912,612.00,724.00,194.00,318.00,1255.00,366.00,890.00,3103.00,,,,,,,,
24-Jun-16,EIA-912,632.00,742.00,198.00,315.00,1253.00,360.00,893.00,3140.00,,,,,,,,
01-Jul-16,EIA-912,654.00,764.00,202.00,313.00,1246.00,354.00,893.00,3179.00,,,,,,,,
08-Jul-16,EIA-912,678.00,785.00,208.00,319.00,1253.00,355.00,898.00,3243.00,,,,,,,,
15-Jul-16,EIA-912,697.00,801.00,210.00,318.00,1251.00,349.00,901.00,3277.00,,,,,,,,
22-Jul-16,EIA-912,715.00,815.00,213.00,318.00,1233.00,336.00,897.00,3294.00,,,,,,,,
29-Jul-16,EIA-912,729.00,825.00,213.00,314.00,1207.00,320.00,886.00,3288.00,,,,,,,,
05-Aug-16,EIA-912,746.00,845.00,215.00,314.00,1197.00,313.00,884.00,3317.00,,,,,,,,
12-Aug-16,EIA-912,763.00,861.00,217.00,313.00,1185.00,305.00,881.00,3339.00,,,,,,,,
19-Aug-16,EIA-912,775.00,875.00,219.00,310.00,1171.00,292.00,879.00,3350.00,,,,,,,,
26-Aug-16,EIA-912,796.00,904.00,222.00,310.00,1169.00,287.00,883.00,3401.00,,,,,,,,
02-Sep-16,EIA-912,812.00,928.00,224.00,313.00,1160.00,280.00,880.00,3437.00,,,,,,,,
09-Sep-16,EIA-912,832.00,954.00,227.00,317.00,1169.00,285.00,884.00,3499.00,,,,,,,,
16-Sep-16,EIA-912,851.00,985.00,230.00,318.00,1167.00,278.00,889.00,3551.00,,,,,,,,
23-Sep-16,EIA-912,874.00,1014.00,233.00,318.00,1161.00,275.00,885.00,3600.00,,,,,,,,
30-Sep-16,EIA-912,899.00,1045.00,237.00,318.00,1181.00,289.00,893.00,3680.00,,,,,,,,
07-Oct-16,EIA-912,913.00,1071.00,240.00,323.00,1212.00,305.00,907.00,3759.00,,,,,,,,
14-Oct-16,EIA-912,925.00,1093.00,243.00,325.00,1250.00,330.00,920.00,3836.00,,,,,,,,
21-Oct-16,EIA-912,939.00,1115.00,245.00,326.00,1284.00,352.00,931.00,3909.00,,,,,,,,
28-Oct-16,EIA-912,940.00,1130.00,249.00,326.00,1318.00,374.00,944.00,3963.00,,,,,,,,
04-Nov-16,EIA-912,946.00,1148.00,253.00,327.00,1343.00,385.00,958.00,4017.00,,,,,,,,
11-Nov-16,EIA-912,944.00,1155.00,257.00,328.00,1363.00,394.00,969.00,4047.00,,,,,,,,
18-Nov-16,EIA-912,935.00,1153.00,259.00,328.00,1370.00,396.00,974.00,4045.00,,,,,,,,
25-Nov-16,EIA-912,912.00,1130.00,258.00,328.00,1367.00,400.00,967.00,3995.00,,,,,,,,
02-Dec-16,EIA-912,899.00,1112.00,256.00,323.00,1363.00,403.00,960.00,3953.00,,,,,,,,
09-Dec-16,EIA-912,865.00,1071.00,244.00,312.00,1314.00,388.00,927.00,3806.00,,,,,,,,
16-Dec-16,EIA-912,810.00,1007.00,230.00,302.00,1248.00,363.00,884.00,3597.00,,,,,,,,
23-Dec-16,EIA-912,757.00,946.00,217.00,283.00,1157.00,324.00,833.00,3360.00,,,,,,,,
30-Dec-16,EIA-912,737.00,921.00,207.00,275.00,1171.00,343.00,828.00,3311.00,,,,,,,,
06-Jan-17,EIA-912,698.00,865.00,197.00,263.00,1137.00,343.00,794.00,3160.00,,,,,,,,
13-Jan-17,EIA-912,639.00,795.00,183.00,248.00,1052.00,312.00,740.00,2917.00,,,,,,,,
20-Jan-17,EIA-912,596.00,757.00,173.00,235.00,1037.00,325.00,712.00,2798.00,,,,,,,,
27-Jan-17,EIA-912,569.00,730.00,164.00,221.00,1027.00,340.00,687.00,2711.00,,,,,,,,
03-Feb-17,EIA-912,520.00,685.00,155.00,208.00,991.00,338.00,654.00,2559.00,,,,,,,,
10-Feb-17,EIA-912,479.00,642.00,150.00,205.00,969.00,332.00,636.00,2445.00,,,,,,,,
17-Feb-17,EIA-912,431.00,612.00,146.00,206.00,961.00,328.00,633.00,2356.00,,,,,,,,
24-Feb-17,EIA-912,422.00,608.00,146.00,205.00,982.00,333.00,649.00,2363.00,,,,,,,,
03-Mar-17,EIA-912,404.00,579.00,139.00,201.00,972.00,326.00,646.00,2295.00,,,,,,,,
10-Mar-17,EIA-912,368.00,557.00,137.00,203.00,977.00,325.00,653.00,2242.00,,,,,,,,
17-Mar-17,EIA-912,309.00,506.00,137.00,208.00,932.00,295.00,637.00,2092.00,,,,,,,,
24-Mar-17,EIA-912,278.00,486.00,141.00,212.00,932.00,289.00,644.00,2049.00,,,,,,,,
31-Mar-17,EIA-912,268.00,479.00,142.00,216.00,946.00,295.00,651.00,2051.00,,,,,,,,
07-Apr-17,EIA-912,266.00,476.00,141.00,221.00,957.00,301.00,656.00,2061.00,,,,,,,,
14-Apr-17,EIA-912,278.00,487.00,144.00,223.00,983.00,314.00,670.00,2115.00,,,,,,,,
21-Apr-17,EIA-912,303.00,504.00,149.00,228.00,1005.00,321.00,684.00,2189.00,,,,,,,,
28-Apr-17,EIA-912,325.00,519.00,153.00,233.00,1026.00,329.00,697.00,2256.00,,,,,,,,
05-May-17,EIA-912,350.00,524.00,155.00,238.00,1034.00,331.00,702.00,2301.00,,,,,,,,
12-May-17,EIA-912,367.00,540.00,161.00,244.00,1057.00,337.00,720.00,2369.00,,,,,,,,
19-May-17,EIA-912,390.00,562.00,166.00,250.00,1076.00,338.00,738.00,2444.00,,,,,,,,
26-May-17,EIA-912,419.00,585.00,166.00,258.00,1097.00,342.00,755.00,2525.00,,,,,,,,
02-Jun-17,EIA-912,457.00,614.00,172.00,269.00,1119.00,345.00,774.00,2631.00,,,,,,,,
09-Jun-17,EIA-912,491.00,634.00,177.00,274.00,1133.00,348.00,784.00,2709.00,,,,,,,,
16-Jun-17,EIA-912,513.00,656.00,182.00,281.00,1138.00,343.00,794.00,2770.00,,,,,,,,
23-Jun-17,EIA-912,536.00,676.00,184.00,280.00,1140.00,341.00,799.00,2816.00,,,,,,,,
30-Jun-17,EIA-912,564.00,699.00,187.00,287.00,1141.00,332.00,810.00,2878.00,,,,,,,,
07-Jul-17,EIA-912,588.00,719.00,193.00,292.00,1144.00,327.00,817.00,2936.00,,,,,,,,
14-Jul-17,EIA-912,609.00,733.00,194.00,292.00,1135.00,319.00,816.00,2963.00,,,,,,,,
21-Jul-17,EIA-912,626.00,743.00,197.00,294.00,1120.00,308.00,812.00,2980.00,,,,,,,,
28-Jul-17,EIA-912,651.00,754.00,200.00,293.00,1101.00,296.00,805.00,2999.00,,,,,,,,
04-Aug-17,EIA-912,673.00,771.00,202.00,289.00,1094.00,290.00,804.00,3029.00,,,,,,,,
11-Aug-17,EIA-912,701.00,798.00,204.00,292.00,1087.00,283.00,804.00,3082.00,,,,,,,,
18-Aug-17,EIA-912,728.00,821.00,206.00,296.00,1074.00,274.00,800.00,3125.00,,,,,,,,
25-Aug-17,EIA-912,749.00,840.00,205.00,301.00,1060.00,262.00,797.00,3155.00,,,,,,,,
01-Sep-17,EIA-912,781.00,872.00,205.00,296.00,1066.00,266.00,800.00,3220.00,,,,,,,,
08-Sep-17,EIA-912,809.00,906.00,208.00,296.00,1092.00,285.00,807.00,3311.00,,,,,,,,
15-Sep-17,EIA-912,833.00,938.00,212.00,300.00,1125.00,304.00,821.00,3408.00,,,,,,,,
22-Sep-17,EIA-912,848.00,964.00,217.00,307.00,1130.00,305.00,825.00,3466.00,,,,,,,,
29-Sep-17,EIA-912,861.00,989.00,220.00,311.00,1127.00,300.00,827.00,3508.00,,,,,,,,
06-Oct-17,EIA-912,884.00,1024.00,223.00,315.00,1149.00,310.00,838.00,3595.00,,,,,,,,
13-Oct-17,EIA-912,901.00,1054.00,224.00,316.00,1150.00,302.00,848.00,3645.00,,,,,,,,
20-Oct-17,EIA-912,915.00,1082.00,224.00,315.00,1174.00,313.00,861.00,3710.00,,,,,,,,
27-Oct-17,EIA-912,926.00,1107.00,226.00,317.00,1199.00,324.00,874.00,3775.00,,,,,,,,
03-Nov-17,EIA-912,925.00,1112.00,224.00,317.00,1212.00,336.00,876.00,3790.00,,,,,,,,
