Week ending,Source,East Region,Midwest Region,Mountain Region,Pacific Region,South Central Region,Salt,NonSalt,Total Lower 48,,,,,,,,
10-Nov-17,EIA-912,915.00,1108.00,220.00,315.00,1214.00,341.00,873.00,3772.00,,,,,,,,
17-Nov-17,EIA-912,891.00,1090.00,220.00,314.00,1211.00,340.00,871.00,3726.00,,,,,,,,
24-Nov-17,EIA-912,876.00,1068.00,221.00,314.00,1214.00,348.00,866.00,3693.00,,,,,,,,
01-Dec-17,EIA-912,868.00,1058.00,221.00,313.00,1235.00,360.00,875.00,3695.00,,,,,,,,
08-Dec-17,EIA-912,855.00,1033.00,213.00,305.00,1220.00,360.00,860.00,3626.00,,,,,,,,
15-Dec-17,EIA-912,811.00,980.00,204.00,294.00,1155.00,330.00,825.00,3444.00,,,,,,,,
22-Dec-17,EIA-912,782.00,941.00,195.00,281.00,1133.00,324.00,809.00,3332.00,,,,,,,,
29-Dec-17,EIA-912,740.00,875.00,183.00,268.00,1060.00,302.00,759.00,3126.00,,,,,,,,
05-Jan-18,EIA-912,664.00,778.00,167.00,251.00,907.00,224.00,683.00,2767.00,,,,,,,,
12-Jan-18,EIA-912,614.00,717.00,158.00,244.00,851.00,206.00,646.00,2584.00,,,,,,,,
19-Jan-18,EIA-912,555.00,634.00,145.00,233.00,729.00,151.00,578.00,2296.00,,,,,,,,
26-Jan-18,EIA-912,525.00,596.00,137.00,220.00,719.00,169.00,550.00,2197.00,,,,,,,,
02-Feb-18,EIA-912,488.00,543.00,131.00,213.00,703.00,184.00,518.00,2078.00,,,,,,,,
09-Feb-18,EIA-912,432.00,468.00,122.00,213.00,649.00,178.00,472.00,1884.00,,,,,,,,
16-Feb-18,EIA-912,403.00,428.00,111.00,204.00,614.00,175.00,440.00,1760.00,,,,,,,,
23-Feb-18,EIA-912,382.00,398.00,102.00,189.00,611.00,183.00,429.00,1682.00,,,,,,,,
02-Mar-18,EIA-912,359.00,380.00,97.00,177.00,612.00,189.00,423.00,1625.00,,,,,,,,
09-Mar-18,EIA-912,314.00,350.00,93.00,169.00,606.00,186.00,420.00,1532.00,,,,,,,,
16-Mar-18,EIA-912,270.00,315.00,90.00,169.00,602.00,182.00,419.00,1446.00,,,,,,,,
23-Mar-18,EIA-912,242.00,284.00,88.00,166.00,603.00,181.00,422.00,1383.00,,,,,,,,
30-Mar-18,EIA-912,229.00,266.00,87.00,166.00,606.00,188.00,419.00,1354.00,,,,,,,,
06-Apr-18,EIA-912,217.00,246.00,83.00,171.00,618.00,196.00,422.00,1335.00,,,,,,,,
13-Apr-18,EIA-912,207.00,228.00,83.00,175.00,606.00,185.00,421.00,1299.00,,,,,,,,
20-Apr-18,EIA-912,205.00,211.00,84.00,177.00,604.00,182.00,421.00,1281.00,,,,,,,,
27-Apr-18,EIA-912,223.00,221.00,86.00,187.00,626.00,190.00,436.00,1343.00,,,,,,,,
04-May-18,EIA-912,243.00,240.00,92.00,195.00,662.00,204.00,458.00,1432.00,,,,,,,,
11-May-18,EIA-912,275.00,267.00,98.00,204.00,694.00,216.00,477.00,1538.00,,,,,,,,
18-May-18,EIA-912,299.00,288.00,107.00,213.00,722.00,226.00,496.00,1629.00,,,,,,,,
25-May-18,EIA-912,328.00,315.00,113.00,221.00,748.00,235.00,514.00,1725.00,,,,,,,,
01-Jun-18,EIA-912,351.00,341.00,121.00,231.00,773.00,245.00,528.00,1817.00,,,,,,,,
08-Jun-18,EIA-912,377.00,372.00,125.00,239.00,800.00,252.00,547.00,1913.00,,,,,,,,
15-Jun-18,EIA-912,406.00,401.00,127.00,246.00,828.00,258.00,570.00,2008.00,,,,,,,,
22-Jun-18,EIA-912,430.00,425.00,133.00,251.00,835.00,252.00,583.00,2074.00,,,,,,,,
29-Jun-18,EIA-912,460.00,455.00,139.00,257.00,841.00,245.00,596.00,2152.00,,,,,,,,
06-Jul-18,EIA-912,480.00,477.00,143.00,260.00,843.00,238.00,605.00,2203.00,,,,,,,,
13-Jul-18,EIA-912,507.00,501.00,144.00,259.00,838.00,231.00,607.00,2248.00,,,,,,,,
20-Jul-18,EIA-912,527.00,525.00,145.00,256.00,820.00,215.00,605.00,2272.00,,,,,,,,
27-Jul-18,EIA-912,552.00,552.00,146.00,249.00,807.00,206.00,601.00,2305.00,,,,,,,,
03-Aug-18,EIA-912,574.00,580.00,148.00,244.00,808.00,204.00,604.00,2353.00,,,,,,,,
10-Aug-18,EIA-912,590.00,604.00,151.00,239.00,802.00,195.00,606.00,2386.00,,,,,,,,
17-Aug-18,EIA-912,611.00,633.00,153.00,238.00,799.00,190.00,609.00,2435.00,,,,,,,,
24-Aug-18,EIA-912,637.00,669.00,157.00,240.00,801.00,188.00,613.00,2504.00,,,,,,,,
31-Aug-18,EIA-912,659.00,702.00,162.00,246.00,799.00,183.00,615.00,2567.00,,,,,,,,
07-Sep-18,EIA-912,679.00,734.00,166.00,250.00,806.00,182.00,624.00,2636.00,,,,,,,,
14-Sep-18,EIA-912,709.00,770.00,170.00,255.00,818.00,184.00,635.00,2722.00,,,,,,,,
21-Sep-18,EIA-912,729.00,800.00,173.00,259.00,807.00,173.00,634.00,2768.00,,,,,,,,
28-Sep-18,EIA-912,763.00,836.00,177.00,262.00,829.00,181.00,648.00,2866.00,,,,,,,,
05-Oct-18,EIA-912,790.00,871.00,180.00,262.00,854.00,191.00,663.00,2956.00,,,,,,,,
12-Oct-18,EIA-912,812.00,908.00,177.00,264.00,877.00,203.00,673.00,3037.00,,,,,,,,
19-Oct-18,EIA-912,825.00,934.00,177.00,262.00,896.00,218.00,678.00,3095.00,,,,,,,,
26-Oct-18,EIA-912,826.00,956.00,180.00,262.00,919.00,234.00,686.00,3143.00,,,,,,,,
02-Nov-18,EIA-912,831.00,980.00,182.00,265.00,949.00,253.00,696.00,3208.00,,,,,,,,
09-Nov-18,EIA-912,835.00,991.00,181.00,266.00,974.00,272.00,702.00,3247.00,,,,,,,,
16-Nov-18,EIA-912,803.00,959.00,174.00,258.00,919.00,251.00,668.00,3113.00,,,,,,,,
23-Nov-18,EIA-912,778.00,938.00,171.00,254.00,914.00,259.00,654.00,3054.00,,,,,,,,
30-Nov-18,EIA-912,752.00,914.00,168.00,253.00,905.00,263.00,642.00,2991.00,,,,,,,,
07-Dec-18,EIA-912,732.00,885.00,160.00,238.00,898.00,271.00,627.00,2914.00,,,,,,,,
14-Dec-18,EIA-912,692.00,841.00,153.00,227.00,860.00,262.00,598.00,2773.00,,,,,,,,
21-Dec-18,EIA-912,676.00,818.00,150.00,223.00,858.00,274.00,584.00,2725.00,,,,,,,,
28-Dec-18,EIA-912,661.00,798.00,147.00,220.00,878.00,296.00,582.00,2705.00,,,,,,,,
04-Jan-19,EIA-912,651.00,763.00,132.00,204.00,865.00,302.00,563.00,2614.00,,,,,,,,
11-Jan-19,EIA-912,620.00,729.00,127.00,196.00,861.00,303.00,557.00,2533.00,,,,,,,,
18-Jan-19,EIA-912,566.00,673.00,121.00,185.00,823.00,295.00,528.00,2370.00,,,,,,,,
25-Jan-19,EIA-912,527.00,606.00,114.00,178.00,771.00,278.00,493.00,2197.00,,,,,,,,
01-Feb-19,EIA-912,468.00,522.00,105.00,172.00,692.00,241.00,451.00,1960.00,,,,,,,,
08-Feb-19,EIA-912,444.00,492.00,95.00,155.00,696.00,248.00,447.00,1882.00,,,,,,,,
15-Feb-19,EIA-912,395.00,436.00,87.00,138.00,649.00,224.00,425.00,1705.00,,,,,,,,
22-Feb-19,EIA-912,354.00,385.00,79.00,122.00,598.00,199.00,399.00,1539.00,,,,,,,,
01-Mar-19,EIA-912,311.00,338.00,73.00,112.00,557.00,180.00,377.00,1390.00,,,,,,,,
08-Mar-19,EIA-912,262.00,287.00,66.00,102.00,473.00,129.00,344.00,1190.00,,,,,,,,
15-Mar-19,EIA-912,245.00,268.00,62.00,96.00,471.00,135.00,336.00,1143.00,,,,,,,,
22-Mar-19,EIA-912,225.00,248.00,62.00,104.00,467.00,137.00,329.00,1107.00,,,,,,,,
29-Mar-19,EIA-912,210.00,241.00,64.00,113.00,502.00,156.00,347.00,1130.00,,,,,,,,
05-Apr-19,EIA-912,209.00,240.00,64.00,119.00,523.00,166.00,357.00,1155.00,,,,,,,,
12-Apr-19,EIA-912,228.00,254.00,66.00,128.00,571.00,187.00,384.00,1247.00,,,,,,,,
19-Apr-19,EIA-912,251.00,264.00,70.00,138.00,616.00,204.00,413.00,1339.00,,,,,,,,
26-Apr-19,EIA-912,279.00,290.00,75.00,152.00,666.00,224.00,442.00,1462.00,,,,,,,,
03-May-19,EIA-912,299.00,309.00,78.00,162.00,699.00,234.00,466.00,1547.00,,,,,,,,
10-May-19,EIA-912,330.00,336.00,82.00,174.00,731.00,240.00,491.00,1653.00,,,,,,,,
17-May-19,EIA-912,353.00,364.00,89.00,186.00,762.00,249.00,513.00,1753.00,,,,,,,,
24-May-19,EIA-912,383.00,399.00,93.00,198.00,793.00,253.00,540.00,1867.00,,,,,,,,
31-May-19,EIA-912,414.00,436.00,101.00,213.00,821.00,256.00,565.00,1986.00,,,,,,,,
07-Jun-19,EIA-912,440.00,469.00,111.00,227.00,842.00,256.00,586.00,2088.00,,,,,,,,
14-Jun-19,EIA-912,472.00,503.00,118.00,234.00,875.00,264.00,612.00,2203.00,,,,,,,,
21-Jun-19,EIA-912,499.00,538.00,127.00,245.00,893.00,263.00,630.00,2301.00,,,,,,,,
28-Jun-19,EIA-912,526.00,568.00,134.00,255.00,907.00,259.00,648.00,2390.00,,,,,,,,
05-Jul-19,EIA-912,544.00,597.00,140.00,263.00,927.00,257.00,669.00,2471.00,,,,,,,,
12-Jul-19,EIA-912,561.00,627.00,147.00,268.00,929.00,246.00,683.00,2533.00,,,,,,,,
19-Jul-19,EIA-912,575.00,650.00,151.00,271.00,921.00,229.00,692.00,2569.00,,,,,,,,
26-Jul-19,EIA-912,597.00,677.00,156.00,270.00,934.00,226.00,708.00,2634.00,,,,,,,,
02-Aug-19,EIA-912,613.00,701.00,161.00,272.00,941.00,221.00,719.00,2689.00,,,,,,,,
09-Aug-19,EIA-912,634.00,729.00,164.00,272.00,939.00,214.00,725.00,2738.00,,,,,,,,
16-Aug-19,EIA-912,660.00,760.00,168.00,274.00,935.00,205.00,730.00,2797.00,,,,,,,,
23-Aug-19,EIA-912,682.00,790.00,173.00,278.00,934.00,199.00,736.00,2857.00,,,,,,,,
30-Aug-19,EIA-912,714.00,827.00,177.00,276.00,947.00,197.00,749.00,2941.00,,,,,,,,
06-Sep-19,EIA-912,739.00,864.00,183.00,275.00,958.00,199.00,759.00,3019.00,,,,,,,,
13-Sep-19,EIA-912,763.00,898.00,188.00,279.00,974.00,200.00,774.00,3103.00,,,,,,,,
20-Sep-19,EIA-912,794.00,934.00,194.00,286.00,998.00,207.00,790.00,3205.00,,,,,,,,
27-Sep-19,EIA-912,826.00,973.00,199.00,291.00,1029.00,220.00,809.00,3317.00,,,,,,,,
04-Oct-19,EIA-912,854.00,1009.00,203.00,296.00,1054.00,229.00,825.00,3415.00,,,,,,,,
11-Oct-19,EIA-912,880.00,1044.00,205.00,296.00,1093.00,246.00,847.00,3519.00,,,,,,,,
18-Oct-19,EIA-912,898.00,1069.00,208.00,297.00,1134.00,268.00,866.00,3606.00,,,,,,,,
25-Oct-19,EIA-912,913.00,1095.00,211.00,298.00,1178.00,293.00,885.00,3695.00,,,,,,,,
01-Nov-19,EIA-912,932.00,1109.00,207.00,292.00,1189.00,303.00,886.00,3729.00,,,,,,,,
08-Nov-19,EIA-912,932.00,1106.00,207.00,290.00,1197.00,313.00,884.00,3732.00,,,,,,,,
15-Nov-19,EIA-912,909.00,1069.00,205.00,292.00,1164.00,299.00,864.00,3638.00,,,,,,,,
22-Nov-19,EIA-912,894.00,1052.00,204.00,293.00,1166.00,303.00,863.00,3610.00,,,,,,,,
29-Nov-19,EIA-912,891.00,1040.00,200.00,286.00,1174.00,316.00,858.00,3591.00,,,,,,,,
06-Dec-19,EIA-912,867.00,1013.00,193.00,276.00,1168.00,321.00,847.00,3518.00,,,,,,,,
13-Dec-19,EIA-912,838.00,973.00,186.00,273.00,1142.00,319.00,823.00,3411.00,,,,,,,,
20-Dec-19,EIA-912,796.00,923.00,177.00,260.00,1094.00,309.00,786.00,3250.00,,,,,,,,
27-Dec-19,EIA-912,771.00,905.00,173.00,251.00,1093.00,313.00,780.00,3192.00,,,,,,,,
03-Jan-20,EIA-912,756.00,885.00,166.00,244.00,1097.00,323.00,774.00,3148.00,,,,,,,,
10-Jan-20,EIA-912,716.00,851.00,161.00,235.00,1076.00,320.00,756.00,3039.00,,,,,,,,
17-Jan-20,EIA-912,696.00,815.00,151.00,220.00,1065.00,328.00,737.00,2947.00,,,,,,,,
24-Jan-20,EIA-912,638.00,761.00,143.00,210.00,995.00,297.00,698.00,2746.00,,,,,,,,
31-Jan-20,EIA-912,598.00,725.00,136.00,210.00,941.00,281.00,660.00,2609.00,,,,,,,,
07-Feb-20,EIA-912,569.00,694.00,126.00,202.00,903.00,269.00,634.00,2494.00,,,,,,,,
14-Feb-20,EIA-912,527.00,639.00,117.00,198.00,861.00,257.00,605.00,2343.00,,,,,,,,
21-Feb-20,EIA-912,484.00,591.00,108.00,196.00,821.00,244.00,578.00,2200.00,,,,,,,,
28-Feb-20,EIA-912,451.00,558.00,101.00,197.00,784.00,229.00,555.00,2091.00,,,,,,,,
06-Mar-20,EIA-912,426.00,529.00,97.00,200.00,791.00,235.00,556.00,2043.00,,,,,,,,
13-Mar-20,EIA-912,412.00,512.00,96.00,199.00,814.00,247.00,568.00,2034.00,,,,,,,,
20-Mar-20,EIA-912,398.00,492.00,92.00,194.00,829.00,258.00,571.00,2005.00,,,,,,,,
27-Mar-20,EIA-912,382.00,476.00,92.00,197.00,840.00,256.00,585.00,1986.00,,,,,,,,
03-Apr-20,EIA-912,382.00,475.00,92.00,203.00,872.00,265.00,607.00,2024.00,,,,,,,,
10-Apr-20,EIA-912,400.00,487.00,95.00,203.00,912.00,286.00,626.00,2097.00,,,,,,,,
17-Apr-20,EIA-912,400.00,493.00,96.00,210.00,941.00,301.00,640.00,2140.00,,,,,,,,
24-Apr-20,EIA-912,405.00,506.00,103.00,218.00,979.00,314.00,664.00,2210.00,,,,,,,,
01-May-20,EIA-912,424.00,530.00,111.00,228.00,1027.00,331.00,695.00,2319.00,,,,,,,,
08-May-20,EIA-912,452.00,554.00,117.00,240.00,1059.00,340.00,719.00,2422.00,,,,,,,,
15-May-20,EIA-912,469.00,576.00,124.00,253.00,1081.00,345.00,737.00,2503.00,,,,,,,,
22-May-20,EIA-912,504.00,606.00,132.00,264.00,1105.00,348.00,757.00,2612.00,,,,,,,,
29-May-20,EIA-912,536.00,634.00,140.00,273.00,1131.00,353.00,778.00,2714.00,,,,,,,,
05-Jun-20,EIA-912,563.00,662.00,148.00,281.00,1153.00,357.00,797.00,2807.00,,,,,,,,
12-Jun-20,EIA-912,586.00,688.00,156.00,290.00,1173.00,358.00,815.00,2892.00,,,,,,,,
19-Jun-20,EIA-912,619.00,716.00,165.00,299.00,1212.00,372.00,840.00,3012.00,,,,,,,,
26-Jun-20,EIA-912,639.00,740.00,173.00,304.00,1222.00,368.00,854.00,3077.00,,,,,,,,
03-Jul-20,EIA-912,657.00,761.00,180.00,310.00,1226.00,364.00,862.00,3133.00,,,,,,,,
10-Jul-20,EIA-912,672.00,780.00,186.00,312.00,1228.00,359.00,869.00,3178.00,,,,,,,,
17-Jul-20,EIA-912,693.00,799.00,190.00,311.00,1221.00,349.00,872.00,3215.00,,,,,,,,
24-Jul-20,EIA-912,706.00,815.00,196.00,313.00,1211.00,339.00,872.00,3241.00,,,,,,,,
31-Jul-20,EIA-912,718.00,830.00,202.00,311.00,1214.00,336.00,878.00,3274.00,,,,,,,,
07-Aug-20,EIA-912,738.00,856.00,206.00,314.00,1219.00,337.00,883.00,3332.00,,,,,,,,
14-Aug-20,EIA-912,750.00,880.00,209.00,313.00,1223.00,335.00,888.00,3375.00,,,,,,,,
21-Aug-20,EIA-912,775.00,904.00,212.00,306.00,1223.00,334.00,889.00,3420.00,,,,,,,,
28-Aug-20,EIA-912,789.00,924.00,212.00,304.00,1225.00,331.00,895.00,3455.00,,,,,,,,
04-Sep-20,EIA-912,805.00,953.00,216.00,308.00,1243.00,335.00,908.00,3525.00,,,,,,,,
11-Sep-20,EIA-912,825.00,983.00,221.00,310.00,1276.00,349.00,927.00,3614.00,,,,,,,,
18-Sep-20,EIA-912,851.00,1009.00,225.00,312.00,1283.00,349.00,934.00,3680.00,,,,,,,,
25-Sep-20,EIA-912,872.00,1033.00,231.00,316.00,1304.00,358.00,945.00,3756.00,,,,,,,,
02-Oct-20,EIA-912,893.00,1062.00,236.00,318.00,1322.00,366.00,955.00,3831.00,,,,,,,,
09-Oct-20,EIA-912,908.00,1081.00,241.00,320.00,1326.00,366.00,960.00,3877.00,,,,,,,,
16-Oct-20,EIA-912,923.00,1105.00,245.00,323.00,1329.00,360.00,969.00,3926.00,,,,,,,,
23-Oct-20,EIA-912,941.00,1118.00,245.00,323.00,1329.00,360.00,968.00,3955.00,,,,,,,,
30-Oct-20,EIA-912,947.00,1119.00,240.00,320.00,1293.00,348.00,945.00,3919.00,,,,,,,,
06-Nov-20,EIA-912,942.00,1127.00,243.00,322.00,1293.00,345.00,948.00,3927.00,,,,,,,,
13-Nov-20,EIA-912,953.00,1139.00,241.00,319.00,1306.00,350.00,956.00,3958.00,,,,,,,,
20-Nov-20,EIA-912,934.00,1133.00,242.00,320.00,1312.00,356.00,956.00,3940.00,,,,,,,,
27-Nov-20,EIA-912,934.00,1122.00,240.00,318.00,1326.00,368.00,958.00,3939.00,,,,,,,,
04-Dec-20,EIA-912,915.00,1095.00,232.00,312.00,1294.00,361.00,933.00,3848.00,,,,,,,,
11-Dec-20,EIA-912,881.00,1059.00,223.00,306.00,1256.00,348.00,908.00,3726.00,,,,,,,,
18-Dec-20,EIA-912,844.00,1015.00,212.00,296.00,1207.00,337.00,870.00,3574.00,,,,,,,,
25-Dec-20,EIA-912,810.00,973.00,204.00,289.00,1183.00,334.00,849.00,3460.00,,,,,,,,
01-Jan-21,EIA-912,765.00,923.00,196.00,282.00,1163.00,333.00,830.00,3330.00,,,,,,,,
08-Jan-21,EIA-912,726.00,879.00,188.00,278.00,1126.00,327.00,799.00,3196.00,,,,,,,,
15-Jan-21,EIA-912,679.00,828.00,176.00,275.00,1051.00,296.00,755.00,3009.00,,,,,,,,
22-Jan-21,EIA-912,641.00,780.00,170.00,275.00,1014.00,288.00,726.00,2881.00,,,,,,,,
29-Jan-21,EIA-912,582.00,719.00,158.00,261.00,970.00,281.00,689.00,2689.00,,,,,,,,
05-Feb-21,EIA-912,529.00,666.00,150.00,257.00,915.00,261.00,654.00,2518.00,,,,,,,,
12-Feb-21,EIA-912,485.00,589.00,137.00,244.00,826.00,233.00,593.00,2281.00,,,,,,,,
19-Feb-21,EIA-912,424.00,508.00,123.00,218.00,670.00,150.00,520.00,1943.00,,,,,,,,
26-Feb-21,EIA-912,383.00,465.00,117.00,210.00,670.00,159.00,511.00,1845.00,,,,,,,,
05-Mar-21,EIA-912,350.00,440.00,113.00,205.00,685.00,176.00,509.00,1793.00,,,,,,,,
12-Mar-21,EIA-912,328.00,426.00,114.00,199.00,715.00,197.00,519.00,1782.00,,,,,,,,
19-Mar-21,EIA-912,307.00,405.00,112.00,193.00,734.00,215.00,519.00,1750.00,,,,,,,,
26-Mar-21,EIA-912,307.00,401.00,112.00,194.00,749.00,226.00,523.00,1764.00,,,,,,,,
02-Apr-21,EIA-912,305.00,398.00,115.00,198.00,768.00,235.00,533.00,1784.00,,,,,,,,
09-Apr-21,EIA-912,311.00,414.00,118.00,205.00,798.00,251.00,547.00,1845.00,,,,,,,,
16-Apr-21,EIA-912,325.00,421.00,118.00,210.00,810.00,256.00,554.00,1883.00,,,,,,,,
23-Apr-21,EIA-912,319.00,427.00,119.00,217.00,816.00,258.00,558.00,1898.00,,,,,,,,
30-Apr-21,EIA-912,332.00,442.00,124.00,224.00,836.00,264.00,572.00,1958.00,,,,,,,,
07-May-21,EIA-912,347.00,458.00,131.00,235.00,857.00,269.00,588.00,2029.00,,,,,,,,
14-May-21,EIA-912,358.00,472.00,135.00,247.00,888.00,280.00,608.00,2100.00,,,,,,,,
21-May-21,EIA-912,385.00,499.00,144.00,256.00,931.00,296.00,635.00,2215.00,,,,,,,,
28-May-21,EIA-912,413.00,522.00,151.00,268.00,959.00,300.00,659.00,2313.00,,,,,,,,
04-Jun-21,EIA-912,445.00,547.00,160.00,276.00,983.00,302.00,681.00,2411.00,,,,,,,,
11-Jun-21,EIA-912,461.00,570.00,165.00,236.00,995.00,299.00,696.00,2427.00,,,,,,,,
18-Jun-21,EIA-912,488.00,595.00,169.00,239.00,991.00,295.00,697.00,2482.00,,,,,,,,
25-Jun-21,EIA-912,513.00,623.00,173.00,244.00,1005.00,296.00,709.00,2558.00,,,,,,,,
02-Jul-21,EIA-912,521.00,638.00,177.00,246.00,991.00,286.00,705.00,2574.00,,,,,,,,
09-Jul-21,EIA-912,543.00,662.00,180.00,250.00,995.00,283.00,712.00,2629.00,,,,,,,,
16-Jul-21,EIA-912,562.00,683.00,183.00,247.00,1002.00,279.00,723.00,2678.00,,,,,,,,
23-Jul-21,EIA-912,583.00,702.00,184.00,246.00,999.00,269.00,729.00,2714.00,,,,,,,,
30-Jul-21,EIA-912,604.00,719.00,184.00,244.00,976.00,250.00,726.00,2727.00,,,,,,,,
06-Aug-21,EIA-912,629.00,741.00,185.00,241.00,979.00,247.00,732.00,2776.00,,,,,,,,
13-Aug-21,EIA-912,645.00,765.00,188.00,240.00,984.00,244.00,741.00,2822.00,,,,,,,,
20-Aug-21,EIA-912,661.00,790.00,188.00,241.00,970.00,229.00,742.00,2851.00,,,,,,,,
27-Aug-21,EIA-912,678.00,812.00,190.00,243.00,948.00,214.00,734.00,2871.00,,,,,,,,
03-Sep-21,EIA-912,703.00,842.00,191.00,243.00,943.00,208.00,735.00,2923.00,,,,,,,,
10-Sep-21,EIA-912,732.00,876.00,193.00,240.00,965.00,217.00,748.00,3006.00,,,,,,,,
17-Sep-21,EIA-912,751.00,904.00,196.00,240.00,990.00,228.00,762.00,3082.00,,,,,,,,
24-Sep-21,EIA-912,779.00,934.00,201.00,243.00,1013.00,239.00,774.00,3170.00,,,,,,,,
01-Oct-21,EIA-912,810.00,971.00,206.00,248.00,1054.00,259.00,795.00,3288.00,,,,,,,,
08-Oct-21,EIA-912,834.00,997.00,210.00,251.00,1079.00,269.00,810.00,3369.00,,,,,,,,
15-Oct-21,EIA-912,862.00,1027.00,211.00,253.00,1108.00,283.00,825.00,3461.00,,,,,,,,
22-Oct-21,EIA-912,885.00,1052.00,212.00,255.00,1144.00,304.00,840.00,3548.00,,,,,,,,
29-Oct-21,EIA-912,899.00,1071.00,213.00,256.00,1172.00,320.00,852.00,3611.00,,,,,,,,
05-Nov-21,EIA-912,897.00,1075.00,213.00,258.00,1175.00,324.00,850.00,3618.00,,,,,,,,
12-Nov-21,EIA-912,900.00,1079.00,212.00,261.00,1191.00,331.00,860.00,3644.00,,,,,,,,
19-Nov-21,EIA-912,889.00,1066.00,210.00,262.00,1197.00,338.00,859.00,3623.00,,,,,,,,
26-Nov-21,EIA-912,867.00,1043.00,206.00,263.00,1185.00,335.00,851.00,3564.00,,,,,,,,
03-Dec-21,EIA-912,843.00,1019.00,206.00,266.00,1171.00,328.00,842.00,3505.00,,,,,,,,
10-Dec-21,EIA-912,818.00,982.00,199.00,261.00,1158.00,328.00,829.00,3417.00,,,,,,,,
17-Dec-21,EIA-912,809.00,963.00,188.00,247.00,1155.00,334.00,820.00,3362.00,,,,,,,,
24-Dec-21,EIA-912,777.00,918.00,180.00,235.00,1116.00,326.00,790.00,3226.00,,,,,,,,
31-Dec-21,EIA-912,767.00,893.00,172.00,219.00,1143.00,347.00,796.00,3195.00,,,,,,,,
07-Jan-22,EIA-912,730.00,835.00,159.00,204.00,1088.00,330.00,759.00,3016.00,,,,,,,,
14-Jan-22,EIA-912,669.00,770.00,151.00,201.00,1019.00,308.00,711.00,2810.00,,,,,,,,
21-Jan-22,EIA-912,609.00,701.00,143.00,201.00,938.00,279.00,658.00,2591.00,,,,,,,,
28-Jan-22,EIA-912,541.00,616.00,133.00,196.00,837.00,231.00,606.00,2323.00,,,,,,,,
04-Feb-22,EIA-912,485.00,552.00,121.00,181.00,763.00,207.00,556.00,2101.00,,,,,,,,
11-Feb-22,EIA-912,435.00,496.00,114.00,177.00,689.00,173.00,516.00,1911.00,,,,,,,,
18-Feb-22,EIA-912,396.00,450.00,105.00,176.00,655.00,168.00,487.00,1782.00,,,,,,,,
25-Feb-22,EIA-912,358.00,404.00,96.00,164.00,620.00,163.00,457.00,1643.00,,,,,,,,
04-Mar-22,EIA-912,317.00,364.00,93.00,162.00,582.00,151.00,431.00,1519.00,,,,,,,,
11-Mar-22,EIA-912,290.00,337.00,87.00,155.00,571.00,159.00,412.00,1440.00,,,,,,,,
18-Mar-22,EIA-912,268.00,318.00,87.00,157.00,559.00,156.00,404.00,1389.00,,,,,,,,
25-Mar-22,EIA-912,268.00,317.00,89.00,161.00,581.00,169.00,412.00,1415.00,,,,,,,,
01-Apr-22,EIA-912,241.00,296.00,91.00,165.00,589.00,173.00,416.00,1382.00,,,,,,,,
08-Apr-22,EIA-912,229.00,293.00,90.00,169.00,617.00,186.00,431.00,1397.00,,,,,,,,
15-Apr-22,EIA-912,238.00,304.00,89.00,169.00,650.00,201.00,449.00,1450.00,,,,,,,,
22-Apr-22,EIA-912,238.00,309.00,90.00,171.00,681.00,215.00,467.00,1490.00,,,,,,,,
29-Apr-22,EIA-912,253.00,324.00,92.00,176.00,721.00,233.00,489.00,1567.00,,,,,,,,
06-May-22,EIA-912,274.00,342.00,96.00,183.00,749.00,241.00,507.00,1643.00,,,,,,,,
13-May-22,EIA-912,296.00,364.00,103.00,187.00,781.00,251.00,531.00,1732.00,,,,,,,,
20-May-22,EIA-912,325.00,394.00,109.00,193.00,798.00,252.00,547.00,1819.00,,,,,,,,
27-May-22,EIA-912,345.00,426.00,113.00,200.00,817.00,248.00,569.00,1901.00,,,,,,,,
03-Jun-22,EIA-912,376.00,454.00,118.00,211.00,843.00,251.00,593.00,2003.00,,,,,,,,
10-Jun-22,EIA-912,407.00,482.00,122.00,221.00,863.00,251.00,612.00,2095.00,,,,,,,,
17-Jun-22,EIA-912,430.00,506.00,128.00,231.00,875.00,248.00,628.00,2169.00,,,,,,,,
24-Jun-22,EIA-912,461.00,535.00,134.00,235.00,886.00,242.00,644.00,2251.00,,,,,,,,
01-Jul-22,EIA-912,482.00,562.00,138.00,240.00,890.00,233.00,657.00,2311.00,,,,,,,,
08-Jul-22,EIA-912,501.00,586.00,143.00,249.00,890.00,221.00,669.00,2369.00,,,,,,,,
